"","session","hex01","hex02","hex03","hex04","hex05","hex06","hex07","hex08","hex09","hex10","hex11","hex12","hex13","hex14","hex15","hex16","hex17","hex18","hex19","hex20","hex21","hex22","hex23","hex24","hex25","hex26","hex27","hex28","hex29","hex30","hex31","hex32","hex33","hex34","hex35","hex36","hex37","hex38","hex39","hex40","hex41","hex42","hex43","hex44","hex45","hex46","hex47","hex48","hex49","hex50","hex51","hex52","hex53","hex54","hex55","hex56","hex57","hex58","hex59","hex60","responsive02","responsive03","responsive04","responsive05","commit01","commit02","commit03","commit04","commit05","commit06","commit07","age","matevalue01","matevalue02_R","matevalue03","satis01","satis02","satis03","satis04","satis05","responsive01","sex","phex01","phex02","phex03","phex04","phex05","phex06","phex07","phex08","phex09","phex10","phex11","phex12","phex13","phex14","phex15","phex16","phex17","phex18","phex19","phex20","phex21","phex22","phex23","phex24","phex25","phex26","phex27","phex28","phex29","phex30","phex31","phex32","phex33","phex34","phex35","phex36","phex37","phex38","phex39","phex40","phex41","phex42","phex43","phex44","phex45","phex46","phex47","phex48","phex49","phex50","phex51","phex52","phex53","phex54","phex55","phex56","phex57","phex58","phex59","phex60","relation_type","year","month","HH","EM","EX","AG","CO","OP","pHH","pEM","pEX","pAG","pCO","pOP","matevalue","satis","commit","responsive"
"909","Rg5u1Za35gfD4jJzQkagJFXpaJAewHjy3D0HApu5UJ8d6y29V7h6oK12sV3aRCeB",2,4,3,5,5,5,1,2,2,2,4,3,1,2,4,4,2,3,2,2,1,4,4,3,3,4,4,2,5,1,4,2,5,2,4,3,3,4,2,3,2,2,3,2,4,3,4,1,4,2,4,2,1,5,3,2,4,2,2,3,4,6,1,6,9,9,2,1,4,9,9,30,5,3,6,7,7,3,8,3,8,2,3,4,5,5,3,5,2,3,2,3,3,3,1,2,2,3,4,2,3,2,1,4,3,3,3,3,4,3,3,2,3,2,4,1,3,3,3,3,2,2,3,3,3,3,5,2,3,1,4,2,5,3,2,4,3,2,2,3,2,3,3,3,3,3.9,3.9,3.5,3.5,3.4,2.6,3.5,3.3,3.1,4.2,3.4,2.6,6,5.6,7.57142857142857,5.4
"913","0mA3t7rQir4U-86cmMIcUglJTpYyaX5uIk1SIbPFlJV4xUH58q0mG99eENoc1ZKt",1,5,4,4,4,2,4,4,2,1,2,1,1,2,2,5,4,4,4,2,2,5,4,4,1,2,4,2,4,2,1,2,3,4,4,4,4,5,4,5,1,4,4,4,4,5,2,4,4,5,4,1,4,2,3,1,2,4,4,1,1,8,1,1,9,9,1,1,9,8,1,21,9,1,9,9,8,6,8,9,8,2,1,5,5,5,2,5,5,5,3,1,2,1,5,2,1,1,5,5,3,1,1,5,1,5,5,5,1,1,1,1,1,1,5,4,1,5,5,5,3,5,5,3,5,1,5,1,1,5,5,5,5,1,5,1,1,1,1,1,5,1,3,1,2,3.2,3.1,4.2,3.9,4.2,3.1,3.6,2,4.1,4.2,4.5,4.4,9,8,7.14285714285714,5.4
"916","cdb8ILtIDs7Z8y9OJwZbndXMENRyV67VCt6sO7wDQJY2689Q0DnhASGzR87iA4-h",3,5,4,4,4,4,3,2,4,2,3,2,1,2,4,4,3,2,3,2,2,3,2,3,2,3,3,2,4,2,3,3,4,2,3,4,3,5,4,4,3,4,4,4,5,2,5,4,3,4,3,1,3,5,3,2,4,2,3,1,2,9,1,8,9,8,1,1,8,9,9,27,6,6,7,9,9,8,9,8,9,1,4,3,1,4,2,4,4,4,3,3,4,2,1,3,3,4,4,2,4,4,3,4,3,4,2,5,2,3,4,2,3,2,3,3,3,4,3,3,3,4,2,4,4,4,3,3,5,3,4,3,3,4,3,4,4,3,4,3,2,1,5,5,10,3.5,3.3,3.6,3.3,3.6,2.8,3.4,3.6,3.3,2.6,2.8,2.5,5.66666666666667,8.6,8.14285714285714,7
"919","BwhKqtRHDowElvUtD-I-0DdlJCRKdv8TfYpdKbGWa4FFU5Mo6UcSt4gMdrBkW3gW",4,4,5,5,1,1,1,5,2,4,4,1,3,5,5,5,4,1,2,1,4,5,5,2,4,5,2,2,2,5,2,1,5,4,4,1,1,5,5,4,2,1,4,2,2,5,5,3,1,4,5,2,2,5,5,2,1,1,1,1,1,8,2,3,9,6,4,2,5,6,7,39,7,3,6,4,6,3,6,8,3,2,2,2,4,4,1,2,2,4,1,5,2,5,5,2,1,5,4,1,4,4,1,4,1,3,5,5,2,3,2,5,1,3,5,1,2,1,5,3,5,3,2,2,2,5,5,2,1,5,5,1,5,3,5,1,5,5,1,2,2,4,5,11,1,3.1,3.6,3.5,3.6,3.8,2.9,1.7,2.4,3,4.6,2.2,3.2,6.66666666666667,5.4,6.14285714285714,4.6
"924","HkCZqka4Z1kkCMbZDiNdm2QIdwr0gYKKVdzzHJ41dOFAPxEbx0Mjt1yg6-R31DHn",1,4,5,5,4,5,1,1,4,2,4,1,4,4,2,2,5,2,4,1,1,5,4,5,5,5,5,1,5,1,5,1,5,2,4,2,2,4,5,4,3,2,4,4,5,1,4,1,1,4,5,1,5,5,1,1,2,2,1,1,1,9,1,6,9,9,1,1,7,9,9,28,8,1,6,8,8,5,9,9,5,2,1,5,5,4,4,2,5,3,4,1,1,1,1,1,1,5,2,1,1,1,1,4,1,4,5,4,4,1,2,4,1,1,4,2,2,1,4,5,5,5,4,5,5,1,5,1,1,2,1,2,5,1,1,1,1,1,2,2,5,1,5,3,0,3.9,3.7,3.9,4.5,3.3,3.4,2.4,2.3,4.2,4.4,4.2,4.5,7.66666666666667,7.8,8.14285714285714,6
"926","Rf21ZdJYZihVedFfNO4u_TNnpSvBYTP0IjbqvCbS9i5mGmCI2XEaMqun9cstP3kw",2,4,4,4,4,5,3,5,1,2,4,1,3,1,1,1,4,2,4,1,2,3,1,3,4,3,3,1,5,2,2,2,4,3,2,3,4,4,4,3,4,5,5,2,3,3,5,1,2,4,5,1,2,5,2,2,1,2,2,1,1,9,1,5,7,4,4,1,3,6,5,19,1,9,2,6,7,2,6,5,6,2,2,3,4,4,1,4,5,1,1,5,2,2,5,4,2,4,2,4,3,2,1,4,3,3,3,5,3,1,5,4,1,5,4,3,3,3,2,2,5,3,2,3,3,3,4,2,4,1,1,2,5,3,4,4,1,2,1,3,4,2,3,1,1,3.8,3.7,3.3,4.2,4.2,3.7,3.6,2.8,3.4,4.4,2.3,4,1.33333333333333,5.2,5.14285714285714,6
"927","a4mARaN65EdhAxvece2h59DMu6LM-Q_qZ5v7exJsBuEI3AJRvoxaEENZaW8_dbgX",1,3,4,4,5,5,3,2,5,2,3,1,4,3,5,3,5,2,5,2,2,4,2,3,5,5,2,4,5,4,1,4,4,1,2,4,2,4,5,5,5,5,5,3,3,3,4,4,4,2,3,2,4,5,2,3,1,1,5,4,3,6,1,6,8,7,3,3,6,7,7,21,6,4,6,7,6,7,7,7,7,2,1,4,3,4,3,5,3,3,5,2,2,3,1,2,4,1,5,2,5,3,1,4,2,1,5,2,2,2,4,1,1,2,3,1,4,2,3,4,4,2,1,4,2,2,3,2,5,3,3,2,2,2,4,5,2,2,1,2,1,4,3,0,9,3.1,3.2,3.1,3.2,2.7,3.6,3.4,3.5,3,3,3.6,3.2,6,6.8,6.42857142857143,5.4
"931","WOjWY-tuV0CdkrezQOR8K09ZgAJcYBsSSBVWc0AsFu5ORQPEQ0GgGgfEkmRsIfoa",1,5,2,4,3,4,3,3,3,2,2,3,4,1,4,2,4,2,4,2,1,3,3,3,4,3,3,2,4,4,1,2,3,3,2,4,4,4,4,3,3,4,4,2,2,4,4,3,4,3,4,3,4,3,2,1,4,4,1,3,2,8,1,6,3,7,4,8,6,3,9,29,7,2,6,3,3,3,4,3,5,2,3,5,2,3,4,3,5,5,4,2,4,3,4,5,4,3,4,2,3,1,5,3,2,3,4,3,2,3,4,3,2,3,3,3,2,3,3,5,4,2,2,2,4,4,3,4,4,3,4,5,2,3,3,3,2,3,4,4,3,3,3,9,0,2.9,3.4,3.2,3,4,3.7,3,3.6,3,2.3,3.7,3.6,7,3.2,4.57142857142857,5.6
"939","nVVU7xZiwwNYzktPh-Z0zXR-4xqOEpFXlN5Xbxvd7HYlJfByj_1xoQmu2_hYGsky",2,4,4,5,4,2,5,2,1,2,5,1,5,1,1,3,5,2,1,2,2,5,4,4,5,2,2,1,3,4,1,2,5,4,1,5,5,5,4,3,1,5,5,1,3,1,5,2,1,1,5,3,1,5,3,2,5,5,1,1,1,9,1,9,9,9,1,1,9,9,9,21,7,2,8,9,9,9,9,8,9,2,3,5,3,5,2,1,4,5,2,2,2,1,4,1,4,1,2,1,1,2,3,5,1,5,2,3,1,2,2,4,3,1,5,2,2,5,2,5,5,3,4,5,1,2,2,1,4,5,2,4,2,1,4,2,1,2,3,5,4,1,3,1,4,3.3,4.6,4.2,3.8,3.8,4.7,2.4,2.3,3.9,3,4.4,3.3,7.66666666666667,8.8,8.42857142857143,7.4
"948","kY_XnBQBWSQ_iPDIeF__UnjAWW9WPzGaeSYGdpqDwGbuNabVRLIOXFPnR_64JveM",3,5,3,4,3,4,1,5,5,3,3,4,2,1,4,3,4,2,3,3,3,4,4,3,3,3,3,2,4,1,3,1,4,2,3,3,2,5,3,2,3,4,4,2,4,2,3,2,5,4,2,1,3,5,3,2,4,3,1,1,3,6,1,7,9,9,1,1,1,9,9,39,3,3,1,7,6,6,7,5,7,2,5,3,4,4,1,5,1,3,2,3,3,5,1,4,3,4,3,2,5,4,3,4,2,3,1,4,3,2,2,2,3,1,3,3,4,3,2,3,3,3,3,5,3,4,3,3,1,3,4,2,2,1,3,5,4,4,3,3,4,1,5,7,10,3.5,3.5,3.4,2.7,4.3,2.5,3.2,2.2,3.6,3.1,2.6,1.7,3.66666666666667,6.2,7.28571428571429,5.6
"950","qhuRobE0jysBsmRhy6LvjhQEJB-8GHHQQpILoNWJeR_eRiefoQcRPoHvuSzkqtUw",1,4,4,4,2,5,2,4,1,3,4,2,4,3,2,4,2,3,3,2,1,5,4,3,5,4,4,1,4,3,2,1,5,3,2,3,4,5,4,2,1,1,4,3,4,2,4,1,1,3,4,1,2,4,2,2,2,3,1,1,2,8,5,7,9,8,2,2,6,9,5,24,5,2,7,7,8,7,8,7,7,2,1,5,4,2,1,5,4,3,2,2,2,3,3,1,1,3,4,4,2,1,2,4,4,2,5,2,4,1,2,2,2,2,5,4,2,5,4,4,4,4,2,3,4,2,3,3,3,2,3,2,5,4,3,5,2,1,2,2,2,1,3,0,8,4,3.8,3.8,4.3,3.7,4,4.2,3.1,3.3,4.2,4.1,4,6.66666666666667,7.4,7,5.4
"958","itp2GQ6_5yoLBc6chfryq1YCWyf_zogYZm9C5IWPdQLWqmSH7dQ_baigX9Qw4ZyQ",1,5,1,4,4,5,3,5,3,2,5,3,1,5,5,4,5,1,2,4,4,4,5,3,3,4,3,3,2,4,5,1,4,1,2,5,4,1,2,3,1,5,4,2,5,4,2,3,4,3,2,2,1,3,4,4,5,1,2,1,6,7,1,6,8,6,1,1,7,8,8,25,8,2,7,8,6,4,7,9,7,2,1,1,4,4,3,5,4,3,2,1,2,1,1,1,4,1,4,4,1,2,1,5,3,3,3,5,5,1,4,3,3,1,5,4,3,5,3,5,5,3,2,3,5,1,1,2,5,1,4,1,5,1,4,1,2,3,2,5,2,1,3,1,5,3.1,4.1,3,2.4,3,2.9,3.9,3.4,4.1,4,3.3,3.5,7.66666666666667,6.8,7.28571428571429,5
"961","1UFZ3riNROiSAl_2p5RtjatbT-YvLeCbGxFncMJ8TGgpprOB-_mMVgQMZG-Hph5x",4,3,3,4,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,1,4,2,5,2,3,4,3,3,3,3,2,4,3,2,3,3,4,4,3,4,4,4,3,4,3,4,2,4,3,3,2,4,3,4,3,3,3,3,1,4,7,1,6,7,3,1,2,5,8,8,28,7,2,6,7,6,7,7,7,8,1,3,4,3,4,4,2,2,2,4,4,4,2,1,3,3,3,4,3,4,4,3,4,5,2,2,3,3,3,3,2,4,3,4,2,4,4,2,3,3,2,3,3,3,3,2,4,2,2,2,2,2,3,2,4,4,2,3,3,2,3,5,6,6,3,2.8,3.4,3.6,3.2,2.5,3.5,3.5,2.8,2.8,2.9,2.3,7,6.8,6.28571428571429,5.6
"963","rxZTd2KvAZOhHfzDyiQ76kByR1IHeKnISFUQ84PT-W6tJgtkqjRIqf4_83Yi6x78",3,4,4,4,4,4,4,4,2,3,3,1,5,4,4,3,4,2,2,3,2,4,4,4,4,3,3,2,4,3,3,1,5,2,4,4,3,4,4,3,2,4,4,4,4,3,4,4,3,3,5,2,3,4,3,4,3,2,3,2,5,6,3,5,8,8,3,3,6,8,8,25,5,4,6,8,8,6,7,8,6,2,3,4,2,4,3,2,3,2,3,2,3,4,2,3,2,3,4,2,4,2,3,4,4,4,3,4,2,2,3,4,3,3,3,4,3,2,3,2,4,3,2,4,4,3,3,2,4,4,4,3,2,2,3,3,3,3,3,4,2,4,3,0,10,3.2,3.5,3.2,3.8,3.2,3.6,2.1,3.5,3.8,2.9,2.9,2.8,5.66666666666667,7.4,6.85714285714286,4.2
"966","1ToU9e1ajHyYgI11ZYZ2ulhCGB_cWvYKDSW4Brz-qRD8Iz-1m2Ksa_lbCuN3_8Cj",2,2,1,3,5,2,3,5,2,3,4,1,5,5,3,5,5,1,3,1,3,2,5,4,5,5,2,3,2,5,2,3,2,5,1,2,4,5,2,5,1,5,5,5,1,1,5,5,2,5,2,5,1,2,2,5,5,5,1,1,9,4,1,7,4,4,6,9,4,3,3,21,8,3,8,4,1,3,3,6,3,2,2,5,2,4,5,5,5,5,3,2,5,1,2,4,5,2,5,1,2,3,3,5,5,5,5,1,3,2,5,3,1,2,4,2,2,2,2,5,2,3,4,3,4,2,1,3,5,4,2,3,2,3,4,4,2,2,5,4,2,1,3,2,5,2.2,4.6,3.7,2.1,2.9,4.1,3.1,4.2,3.4,2.2,4,3.9,7.66666666666667,3.4,2.71428571428571,3.2
"968","_UepKmye-qKpWAqr_GO_Ug5cSguuxCC2Zh1Zb50ssJcJ-F1fku_y-rjLBJEQnYWh",2,2,2,4,4,2,4,2,2,2,4,5,1,1,4,4,2,2,2,4,2,4,4,2,2,4,2,2,5,3,2,2,4,4,2,5,3,2,5,4,2,2,4,5,2,2,5,3,2,2,2,4,2,2,2,4,4,2,2,1,3,8,1,8,9,8,3,1,3,9,8,27,3,7,3,7,7,7,8,9,8,1,4,5,2,4,2,2,2,2,2,4,4,3,4,2,5,2,4,2,2,2,1,4,2,4,2,2,2,2,4,2,4,4,4,2,4,2,2,4,4,2,2,4,2,2,2,4,2,4,2,2,2,2,2,4,4,2,4,2,2,2,5,6,7,3.1,4,3.6,2.9,2.4,3.4,2.7,3.2,2.8,2.8,3.5,2.6,3,7.6,7,6.4
"973","KJ2j38_BldYhYF3vjWhs-CnxC52NMkl2ObIoshCfW7RMtjmSugEyfOuyLTvMCohy",2,5,4,5,3,3,1,4,5,1,2,1,1,1,4,2,1,4,3,1,1,5,3,3,5,4,3,1,4,4,2,1,5,4,3,5,4,4,2,5,4,1,5,3,4,1,3,1,2,2,5,2,2,2,2,4,1,2,4,1,2,8,1,7,9,4,1,1,7,9,9,26,7,1,7,8,7,5,8,6,9,1,5,5,1,2,5,5,1,3,1,5,5,1,1,2,3,4,5,1,2,4,3,1,4,1,1,3,2,3,5,3,5,4,2,1,2,2,4,3,3,1,1,5,2,4,2,3,4,1,3,3,2,5,1,4,5,1,4,1,1,1,3,1,5,3.9,2.7,4.2,3.6,3.7,3.5,3.6,4.7,1.8,2.5,3.2,1.9,7.66666666666667,6.8,7.42857142857143,6.6
"980","1mTNBeC1yLg65tzi5Ve-zOIL97USU4tmgoWyfh6yJCsghCO4ayh88CrdaQAddhE-",2,4,2,3,2,3,3,2,2,4,4,1,1,2,4,1,3,4,3,2,2,4,4,2,1,2,2,2,3,2,3,2,4,2,3,4,2,3,4,2,3,2,4,2,4,2,4,2,4,3,2,4,4,4,2,2,2,1,3,2,2,7,2,9,9,9,1,2,9,9,9,23,7,3,6,8,8,6,9,9,9,1,2,2,4,4,4,1,4,3,2,4,3,1,2,4,3,4,4,2,3,4,2,3,4,2,4,4,3,2,4,2,3,1,4,2,4,4,4,4,4,2,1,4,4,4,2,2,3,2,4,2,3,2,2,4,2,4,4,2,2,1,3,1,0,4,3.1,2.5,3.2,3.6,2.7,3.5,3.7,3.1,3.3,2.6,3.4,6.66666666666667,8,8.28571428571429,6.6
"984","mO4fCVm15eDYbgDwvNZrjw4CMmvVZ9esQDI6xtufDtIf_rnE7h093CNYsP9f4v9A",2,4,2,3,4,2,4,5,4,1,3,2,2,4,2,3,2,4,2,3,5,4,2,3,4,5,3,2,4,4,3,2,3,3,3,2,3,3,4,3,2,2,3,4,2,2,4,2,2,3,2,2,2,3,3,2,2,4,3,3,2,8,5,7,9,9,2,1,7,8,9,23,5,3,5,8,7,7,8,8,8,1,1,2,4,3,4,5,4,5,2,4,2,1,5,3,3,2,4,4,2,2,1,4,4,3,5,2,3,2,4,1,2,1,5,2,3,5,3,5,4,2,2,1,4,4,4,3,5,1,4,2,5,2,2,5,2,2,1,2,2,1,3,0,10,3.1,3.3,3.7,2.7,3.1,3.4,4.7,3.8,2.8,4.2,3.6,4,5.66666666666667,7.6,7.85714285714286,5.6
"994","teh46_dDDNdD8JiqTjCD-BOZmoY50UqhhMIfrP2vxPYW6rls1UpaQ-50ND86gIft",4,5,5,3,2,4,2,4,3,4,5,2,4,1,4,2,5,4,3,2,2,4,4,4,3,4,1,5,5,3,1,2,5,1,1,3,5,5,5,2,1,3,5,4,1,1,5,3,5,5,5,2,5,3,4,2,4,2,2,2,1,9,5,8,9,9,1,1,9,9,9,19,1,9,5,7,5,5,9,8,9,2,4,5,2,2,3,2,5,1,1,1,2,4,1,1,1,3,1,1,2,1,2,2,2,3,1,2,1,2,4,4,1,2,3,5,2,1,3,5,5,4,5,3,5,1,4,1,3,4,5,2,4,4,5,3,1,1,5,4,4,4,3,0,2,3.3,4.1,2.6,3.3,4,3.2,2.1,2.3,3.6,3.4,4.1,3.2,2.33333333333333,6.8,8.42857142857143,6.4
"999","o8gJr-GOaiiTlhccMXz87Sy0z3nuQbtBLmTl9gex7m9hPRDk6kNfZ2Ghg4ubU2Fs",3,4,2,4,3,4,4,3,3,3,4,2,3,4,4,4,4,3,2,1,3,3,4,2,4,3,4,3,3,1,2,1,4,3,3,3,2,4,4,4,3,4,5,4,3,2,3,2,3,3,4,3,2,5,2,4,3,3,3,2,2,7,7,4,8,9,2,2,7,9,8,25,7,3,7,8,8,7,7,7,5,2,3,5,5,4,2,5,5,4,1,1,1,1,3,4,1,4,3,5,1,2,1,4,2,4,4,2,4,1,4,1,2,1,4,2,5,3,5,5,4,3,1,1,5,2,4,2,4,1,2,2,5,1,5,5,1,2,2,5,2,1,3,1,6,3.8,3.4,3.4,3.2,3.3,3.6,4.5,2.7,4.1,4.5,3.9,4.3,7,7.4,7.57142857142857,3.8
"1006","_XA7Q2X-WmKbVu27De8VZfvrNdt5h_bAsYucGdkRNrOi4DjWwmbLP3K_282HBeT8",3,4,3,4,3,3,2,2,2,3,3,2,2,3,2,3,3,4,3,3,3,5,3,3,2,3,3,2,2,3,3,2,3,3,2,3,4,4,2,4,3,4,3,3,3,2,4,2,2,2,4,2,3,2,3,3,2,3,3,3,6,8,5,6,5,4,7,4,3,7,5,25,7,5,4,4,5,5,5,7,7,1,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3,4,3,3,2,2,2,3,3,4,3,3,3,3,3,3,4,3,4,3,2,3,3,3,3,2,2,4,3,4,3,3,3,3,3,2,3,2,2,3,3,4,3,4,3,3.1,3.1,3.7,3.3,3.1,2.9,2.8,2.8,2.8,3,3,3,5.33333333333333,5.2,4.14285714285714,4.4
"1010","93exqV5LXHfaruj_7opYO8OskJjJyfzf0AJ8_X-4EKVhC4ZUHuEYG9Gh0k-P1XvU",3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,6,5,6,7,7,6,4,8,5,5,6,25,7,6,7,5,5,6,3,7,6,1,3,4,3,4,2,3,3,3,3,2,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,2,3,3,4,3,3,3,3,2,3,3,3,2,4,3,2,3,3,3,3,3,3,1,7,3,3.1,3,3.1,3,3,3.1,2.8,3.1,3,3.1,3.3,6,5.2,4.71428571428571,3.6
"1011","p8-x-UNb7Y-VaJtGibNpdvZ9aHg8dlM53umJFEB9Hy65WbCACcXC5_cQ5wjMB7Tm",1,5,3,4,2,5,2,5,1,4,3,1,5,1,2,1,3,2,4,2,1,2,1,4,5,4,1,1,4,2,1,1,3,3,3,5,3,5,2,2,2,3,5,2,3,1,3,1,4,5,3,1,2,5,2,1,2,1,1,1,1,6,3,6,6,6,4,2,5,8,6,24,6,2,6,6,5,6,6,6,6,2,3,3,3,5,2,4,3,5,4,3,2,1,3,1,1,2,4,2,2,1,1,4,1,3,3,3,3,1,2,2,1,1,3,4,3,3,3,5,4,1,3,3,5,2,4,2,3,1,2,5,3,1,3,3,2,1,2,4,4,1,3,0,1,4.1,3.2,3,3.3,4.5,3.8,3.7,2.5,3.7,3.6,4.5,3.7,6.66666666666667,5.8,5.85714285714286,5.2
"1012","r50swDlaomQ08x6Mnmg8Cqmx0fNuhM73PQpV-TO7zveVNNExdiCBGxkCtcSzS848",3,4,2,4,4,3,3,3,2,4,5,1,2,2,2,3,4,2,2,2,2,3,3,3,3,5,2,2,5,4,3,2,3,2,2,2,2,4,3,2,2,4,4,4,2,4,4,3,4,2,2,4,2,4,4,2,4,2,2,1,2,7,2,7,7,7,2,3,7,7,7,25,7,3,6,7,8,7,7,7,7,2,3,2,2,4,2,2,2,2,2,2,4,1,2,4,2,3,4,2,3,2,1,4,2,4,2,4,2,3,4,4,3,2,2,4,2,3,3,4,4,4,1,3,4,2,4,2,4,2,4,1,2,3,2,4,3,3,3,4,2,1,3,3,11,3.1,4.1,2.6,2.8,3.2,2.8,3.2,3.7,3.7,3.2,2.8,2.7,6.66666666666667,7.2,6.57142857142857,5.8
"1014","O53YspZ7isnjH6qLCvoYfRHaxot75IdrOLPoZR2ixSB1W4DgNOYknQYWtj5ZJrYe",3,4,4,4,4,4,3,3,3,2,2,2,2,2,1,2,4,4,5,2,2,4,5,4,3,3,5,2,4,2,4,2,4,3,4,5,4,4,5,5,3,4,3,2,4,2,3,3,4,3,4,3,2,5,4,2,3,2,2,2,4,5,4,6,7,6,2,4,5,7,5,29,7,6,5,5,4,5,5,5,6,2,3,5,4,4,4,3,3,4,1,2,2,3,3,1,1,5,4,4,3,1,1,4,3,4,4,2,4,3,4,3,3,1,5,4,4,4,3,5,4,3,3,4,4,3,4,2,3,3,5,3,5,3,5,4,3,1,3,4,4,2,2,0,2,3.7,3.5,3.5,4.1,3.7,2.5,3.2,2.8,3.8,4.4,4.4,3,5.33333333333333,4.8,5.71428571428571,4.2
"1016","lT2pmaRQFVvi6uxkPvTO4vgX24rIS-PwpsUQ1dedUaQFHAV2LQdxeEp9uKbJ6OdH",1,3,1,4,3,5,5,2,5,1,4,1,5,2,4,5,4,2,2,4,3,5,2,4,4,5,2,2,3,1,2,2,3,4,2,3,5,4,4,2,2,5,5,2,3,1,5,5,1,4,2,3,2,1,2,3,4,5,2,2,1,9,3,9,9,9,1,1,9,9,9,25,5,5,5,9,9,9,9,9,9,1,1,2,3,4,4,3,5,3,3,3,5,1,3,1,3,4,3,3,4,4,4,4,4,3,5,3,1,2,4,1,4,2,5,2,2,4,5,5,5,2,4,5,5,3,3,1,5,2,1,3,4,1,2,5,2,4,3,2,1,1,3,5,3,2.9,3.7,4.2,2.3,3.1,4.6,3.8,4,3.5,3.2,3.2,4.1,5,9,8.42857142857143,7
"1017","DOxTuwPbL2KI2CxukFkesDL-DL2myOuPf0X_5h2oXFEDNiM3Q_QS-m4ViVufb83A",4,5,4,5,1,4,1,2,1,3,1,1,1,1,1,3,3,1,2,1,1,5,3,4,5,2,3,1,5,2,1,1,5,1,2,5,1,5,4,1,1,3,5,2,3,2,4,1,5,1,2,1,2,5,1,1,2,1,1,1,1,9,1,9,9,9,1,1,9,9,9,40,5,4,3,9,9,8,9,9,9,2,2,5,3,5,1,4,3,4,1,1,1,1,1,1,1,5,5,5,4,1,1,3,5,4,5,2,4,1,4,1,2,1,5,3,2,5,2,5,4,2,1,1,5,1,3,2,5,1,4,3,4,1,5,5,1,1,1,3,1,1,5,14,1,3.9,3.5,3.3,4,4.1,3,4.6,3.6,4,4.3,4.6,3.3,4.66666666666667,8.8,8.42857142857143,7.4
"1018","ij-sUFZbTfWSXGioGjjw2sKcMii_SnSSEvmGYJfjNQDDnILjVclNUaouVUdeeFAA",1,5,5,3,4,5,3,4,4,3,3,1,1,2,4,3,4,3,3,3,1,5,3,2,3,3,3,2,4,3,2,2,5,3,4,5,3,4,4,3,3,3,3,3,5,2,4,2,3,3,4,4,2,5,2,2,3,2,3,1,3,5,5,6,5,5,1,1,7,5,9,38,5,5,5,5,5,5,5,5,9,2,2,3,2,3,4,5,3,3,3,3,3,2,1,1,3,3,4,3,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,3,1,5,2,4,3,3,2,4,3,4,3,4,3,3,2,3,3,2,3,3,2,1,3,3,2,1,5,4,1,4.2,3.4,3.2,3.8,3.7,3.2,3.6,3.6,3,3,3.6,3.2,5,5,6.42857142857143,4.8
"1019","hdLEzwdZ4D9CptTQ5UhVn1RMv5xIDswQX1l1tMFJfWntLezrvpa2AKARddaVrP8g",1,4,4,5,5,5,3,2,4,4,4,1,4,3,1,3,5,5,5,3,2,5,5,3,4,4,5,3,5,3,4,4,4,5,5,4,4,3,4,2,3,2,3,5,4,4,5,3,4,1,2,4,3,5,1,5,2,1,1,1,1,9,1,1,8,5,1,1,7,4,5,20,4,3,5,6,6,6,7,7,9,2,1,5,4,4,1,2,3,3,1,1,4,1,1,1,1,4,5,3,1,3,4,4,3,3,2,3,3,2,2,3,3,1,5,3,4,5,3,3,4,2,3,1,3,1,5,2,4,4,2,3,5,3,2,5,1,1,1,4,2,1,3,0,11,4.2,4.1,3,3.8,2.2,3.3,3.8,3.2,3.7,4.3,4,3.4,5.33333333333333,6.4,6.14285714285714,5.8
"1021","aHoHXapAnP-TRvgnDDB5wZn0uBQf-5iw4FcCxNx1_pZP5-w78PGCqsyQYBV0MqIk",2,4,1,4,5,4,2,4,3,2,4,3,5,1,4,4,5,1,3,2,2,2,5,4,3,2,2,2,5,2,3,1,4,2,2,2,3,4,4,3,1,5,4,2,2,4,5,4,2,5,4,2,1,4,4,1,2,2,2,2,4,4,2,5,9,7,1,2,3,7,9,25,7,3,6,4,4,3,4,2,4,2,5,5,3,4,2,3,1,5,3,2,2,3,2,4,5,3,4,1,4,1,2,4,3,2,2,2,4,1,4,2,4,1,4,2,2,3,3,5,5,3,2,4,4,2,3,2,3,2,4,2,3,2,4,4,4,2,3,3,3,3,3,6,7,2.7,4.7,3.1,3,4.4,3.3,3.1,3.1,3.6,3.3,4.1,2.1,6.66666666666667,3.4,6.85714285714286,3.8
